Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,Hour,Day,Month
72.53,51.0,39616.0,188.56,Extended context-sensitive monitoring,90,1,61,2016-01-31 05:12:44,0,5,31,1
78.64,35.0,53898.89,140.15,Customer-focused impactful success,146,1,81,2016-02-11 16:45:41,0,16,11,2
80.3,52.0,33951.63,117.75,Horizontal client-server database,336,1,9,2016-06-16 02:01:24,1,2,16,6
88.04,38.0,71455.62,131.68,Profit-focused dedicated utilization,449,0,203,2016-01-15 19:40:47,1,19,15,1
44.78,38.0,57868.44,130.83,Pre-emptive content-based frame,436,1,203,2016-05-19 14:30:17,1,14,19,5
46.61,40.0,38067.08,167.22,Vision-oriented attitude-oriented Internet solution,480,0,143,2016-01-03 05:34:33,1,5,3,1
61.22,45.0,59886.58,124.67,Secured 24hour policy,112,0,178,2016-03-05 12:03:41,1,12,5,3
82.07,22.0,63363.04,121.07,Customizable modular Internet solution,41,0,111,2016-07-03 04:11:40,0,4,3,7
88.12,38.0,51920.49,230.93,Vision-oriented attitude-oriented Internet solution,417,0,98,2016-01-15 19:40:47,1,19,15,1
41.73,28.0,73608.99,221.94,Organized global flexibility,373,1,105,2016-04-04 13:56:14,1,13,4,4
49.21,30.0,50671.6,195.89,Realigned content-based leverage,32,1,20,2016-05-08 10:25:08,0,10,8,5
67.56,24.0,59144.02,152.94,Configurable disintermediate throughput,298,1,118,2016-01-12 21:17:15,1,21,12,1
61.22,45.0,67058.72,124.67,De-engineered actuating hierarchy,112,0,46,2016-05-15 13:18:34,0,13,15,5
40.47,27.0,36884.23,131.29,Optional multi-state hardware,516,0,171,2016-02-22 07:04:05,0,7,22,2
71.4,26.0,61840.26,207.17,User-friendly client-server instruction set,75,1,81,2016-07-09 11:18:02,0,11,9,7
66.08,33.0,56782.18,123.13,Grass-roots coherent extranet,407,0,31,2016-04-25 21:15:39,1,21,25,4
81.98,34.0,59785.94,133.42,Function-based incremental standardization,333,0,126,2016-02-27 08:52:50,0,8,27,2
55.6,35.0,73889.99,182.2,Optional multi-state hardware,516,0,192,2016-07-12 10:56:21,0,10,12,7
74.07,39.0,37334.78,194.37,Seamless cohesive conglomeration,199,1,18,2016-02-09 07:21:25,1,7,9,2
43.49,37.0,23936.86,181.02,Digitized radical architecture,205,1,119,2016-07-17 13:22:43,1,13,17,7
71.84,39.0,32549.95,212.87,Managed zero tolerance concept,260,1,105,2016-01-23 17:39:06,1,17,23,1
60.72,42.0,60514.05,238.58,Innovative interactive portal,201,0,44,2016-04-06 11:24:21,1,11,6,4
55.6,35.0,25603.93,236.87,Optional multi-state hardware,516,0,29,2016-07-18 01:36:37,0,1,18,7
45.48,24.0,52252.91,182.2,Exclusive systematic algorithm,411,0,149,2016-04-19 05:15:28,0,5,19,4
79.54,41.0,50628.31,126.39,Synergistic reciprocal attitude,76,1,97,2016-05-31 23:42:26,1,23,31,5
40.04,23.0,46422.76,172.81,Team-oriented executive core,136,0,35,2016-05-19 14:30:17,0,14,19,5
80.3,37.0,68448.94,229.12,De-engineered intangible flexibility,520,0,27,2016-01-05 16:26:44,0,16,5,1
55.6,35.0,19991.72,236.87,Phased zero tolerance extranet,272,0,149,2016-01-14 14:00:09,0,14,14,1
61.22,31.0,59886.58,110.66,Sharable reciprocal project,229,1,21,2016-06-16 02:01:24,0,2,16,6
65.77,34.0,40183.75,168.34,Cloned explicit middleware,284,0,24,2016-02-20 09:54:06,1,9,20,2
78.36,43.0,32635.7,124.38,Focused coherent success,453,1,200,2016-02-06 17:48:28,1,17,6,2
74.54,50.0,57868.44,125.22,Fully-configurable neutral open system,308,0,25,2016-04-09 09:26:39,1,9,9,4
49.21,54.0,40468.53,122.59,Front-line bandwidth-monitored capacity,379,0,29,2016-01-17 18:45:55,0,18,17,1
55.6,29.0,69646.35,225.58,Inverse high-level capability,516,0,27,2016-06-19 22:08:15,0,22,19,6
51.24,36.0,61610.05,124.44,Innovative background conglomeration,93,0,49,2016-01-03 16:01:40,1,16,3,1
65.59,37.0,75180.2,195.69,Managed client-server access,221,1,9,2016-04-04 20:01:12,0,20,4,4
78.51,40.0,40468.53,140.46,Open-source coherent monitoring,475,0,27,2016-07-03 04:11:40,0,4,3,7
81.58,26.0,74903.41,131.68,Function-based context-sensitive secured line,406,1,92,2016-01-23 04:47:37,0,4,23,1
56.39,29.0,69646.35,200.71,Automated multi-state toolset,63,0,27,2016-01-22 12:58:14,0,12,22,1
60.23,26.0,56782.18,126.39,Vision-oriented contextually-based extranet,75,0,1,2016-01-01 15:14:24,0,15,1,1
43.49,37.0,23936.86,216.49,Cross-group non-volatile secured line,260,1,15,2016-03-15 17:33:15,0,17,15,3
89.34,32.0,38609.2,172.83,Focused upward-trending core,234,0,96,2016-04-28 22:54:37,0,22,28,4
51.24,36.0,76003.47,124.44,Decentralized attitude-oriented interface,345,0,116,2016-05-08 22:24:27,1,22,8,5
57.99,49.0,39031.89,195.69,Managed client-server access,464,1,9,2016-04-04 20:01:12,1,20,4,4
59.05,44.0,57846.68,137.24,Exclusive even-keeled moratorium,357,0,25,2016-04-21 19:56:24,1,19,21,4
89.05,22.0,48335.2,187.76,Expanded radical software,367,0,10,2016-04-21 09:30:35,1,9,21,4
49.21,46.0,41097.17,231.95,Front-line system-worthy flexibility,439,1,176,2016-06-16 02:01:24,1,2,16,6
55.6,24.0,61601.05,178.92,Business-focused transitional solution,234,1,2,2016-03-30 14:36:55,0,14,30,3
48.03,40.0,73882.91,221.98,Upgradable optimizing toolset,441,1,53,2016-05-30 20:08:51,1,20,30,5
55.6,37.0,67132.46,158.56,Vision-oriented attitude-oriented Internet solution,85,0,119,2016-06-20 14:20:52,1,14,20,6
80.3,23.0,53058.91,149.53,Streamlined homogeneous analyzer,159,0,161,2016-04-27 04:28:17,1,4,27,4
46.61,45.0,27241.11,195.69,Optimized upward-trending productivity,515,1,51,2016-04-03 21:13:46,1,21,3,4
54.88,22.0,73941.91,133.2,User-friendly upward-trending intranet,11,0,27,2016-07-03 04:11:40,0,4,3,7
61.04,40.0,73882.91,139.34,Upgradable asymmetric emulation,20,1,155,2016-06-20 08:22:09,0,8,20,6
40.47,27.0,36884.23,132.55,Business-focused holistic benchmark,375,0,197,2016-07-03 04:11:40,0,4,3,7
61.22,25.0,50506.44,176.28,Digitized content-based circuit,490,0,64,2016-06-10 00:35:15,0,0,10,6
60.23,44.0,27241.11,139.34,Managed client-server access,401,1,136,2016-04-03 21:13:46,0,21,3,4
35.61,27.0,36884.23,239.32,Monitored dynamic instruction set,63,0,193,2016-05-28 12:38:37,1,12,28,5
61.84,44.0,51317.33,187.76,Robust responsive collaboration,357,0,14,2016-05-19 14:30:17,1,14,19,5
66.08,33.0,53431.35,197.15,Customer-focused empowering ability,453,1,200,2016-03-24 06:36:52,0,6,24,3
59.05,48.0,52736.33,148.61,Function-based context-sensitive secured line,27,1,136,2016-01-04 04:00:35,1,4,4,1
34.78,36.0,41521.28,165.52,Operative stable moderator,119,1,74,2016-04-07 15:18:10,0,15,7,4
55.6,35.0,37334.78,210.6,Face-to-face even-keeled website,497,0,205,2016-02-29 23:56:06,0,23,29,2
55.6,35.0,42993.48,236.87,Optional multi-state hardware,306,0,93,2016-05-12 04:35:59,0,4,12,5
36.73,42.0,40182.84,236.87,Synergized multimedia emulation,14,0,107,2016-05-27 15:25:52,1,15,27,5
82.07,22.0,31215.88,176.98,Profit-focused secondary portal,359,0,14,2016-04-17 21:39:11,1,21,17,4
35.25,34.0,59785.94,234.75,Function-based incremental standardization,188,0,95,2016-03-28 23:01:24,0,23,28,3
54.88,51.0,39616.0,122.31,Extended context-sensitive monitoring,207,0,112,2016-07-13 01:48:46,1,1,13,7
88.04,38.0,51920.49,145.96,Reactive national success,207,0,98,2016-01-05 20:58:42,0,20,5,1
84.73,26.0,56782.18,190.17,User-friendly upward-trending intranet,406,0,1,2016-04-15 15:07:17,1,15,15,4
57.99,49.0,45632.51,168.34,Streamlined homogeneous analyzer,464,0,128,2016-02-08 14:02:22,1,14,8,2
75.84,38.0,71455.62,230.93,Virtual bandwidth-monitored initiative,148,0,162,2016-05-19 14:30:17,1,14,19,5
60.53,22.0,63363.04,121.07,Adaptive contextually-based methodology,41,1,91,2016-07-03 04:11:40,0,4,3,7
60.72,28.0,61840.26,217.37,Synchronized user-facing core,177,1,196,2016-07-21 10:01:50,0,10,21,7
51.24,54.0,53188.69,136.64,Virtual scalable secured line,330,0,28,2016-03-31 20:55:22,1,20,31,3
59.59,22.0,52416.18,136.21,Customizable modular Internet solution,368,0,10,2016-07-03 04:11:40,0,4,3,7
59.59,43.0,52563.22,157.04,Reverse-engineered maximized focus group,355,0,14,2016-04-17 21:39:11,1,21,17,4
43.6,35.0,73889.99,226.54,Realigned content-based leverage,32,1,20,2016-03-18 13:00:12,0,13,18,3
73.1,26.0,59457.52,131.68,Extended systemic policy,30,1,52,2016-01-08 19:38:45,0,19,8,1
54.37,35.0,50506.44,141.89,Optional multi-state hardware,9,1,81,2016-04-07 15:18:10,0,15,7,4
40.42,45.0,59610.81,137.24,Enhanced homogeneous moderator,515,1,118,2016-07-10 17:24:51,1,17,10,7
41.73,28.0,71222.4,217.37,Inverse local hub,379,0,62,2016-02-26 01:18:44,0,1,26,2
44.11,27.0,74903.41,184.94,Virtual impactful algorithm,241,1,47,2016-07-08 03:47:41,0,3,8,7
56.16,25.0,50506.44,241.03,Pre-emptive next generation Internet solution,283,1,64,2016-01-05 17:56:52,0,17,5,1
75.55,36.0,76003.47,140.46,Inverse zero-defect capability,390,0,25,2016-07-06 05:34:52,0,5,6,7
42.04,46.0,45632.51,113.8,Self-enabling local strategy,464,0,9,2016-04-04 20:01:12,1,20,4,4
70.96,25.0,49850.52,140.46,Digitized content-based circuit,52,0,122,2016-06-03 06:34:44,0,6,3,6
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,477,0,2,2016-03-03 22:31:16,0,22,3,3
81.75,29.0,69646.35,198.5,Programmable uniform website,106,1,9,2016-02-09 05:28:18,0,5,9,2
88.04,44.0,50723.67,187.76,Down-sized background groupware,357,0,25,2016-04-21 19:56:24,1,19,21,4
78.37,50.0,43974.49,123.13,Function-based context-sensitive secured line,136,0,185,2016-02-19 20:49:27,1,20,19,2
71.03,39.0,48335.2,258.62,Intuitive exuding service-desk,506,0,48,2016-05-08 22:24:27,1,22,8,5
50.08,29.0,69646.35,208.05,Front-line dynamic model,64,0,27,2016-01-16 16:40:30,0,16,16,1
38.37,32.0,55424.24,172.83,Focused upward-trending core,234,0,12,2016-04-28 22:54:37,0,22,28,4
59.51,52.0,45632.51,124.54,Self-enabling local strategy,71,0,51,2016-04-04 20:01:12,1,20,4,4
51.24,36.0,76003.47,140.46,Versatile transitional monitoring,316,0,49,2016-05-08 22:24:27,0,22,8,5
70.09,45.0,57195.96,174.88,Secured 24hour policy,515,0,178,2016-03-05 12:03:41,1,12,5,3
59.22,49.0,39031.89,195.69,Managed client-server access,281,1,9,2016-04-04 20:01:12,1,20,4,4
70.39,27.0,39193.45,131.29,Reverse-engineered well-modulated capability,70,1,206,2016-03-09 14:57:11,0,14,9,3
51.24,36.0,70185.06,140.46,Face-to-face analyzing encryption,519,0,55,2016-06-16 02:33:22,1,2,16,6
80.51,41.0,63363.04,158.42,Reduced background data-warehouse,484,1,136,2016-05-13 11:57:12,1,11,13,5
40.04,23.0,55121.65,172.81,Enhanced optimizing website,136,1,35,2016-05-19 14:30:17,1,14,19,5
80.15,26.0,35521.88,131.68,Extended systemic policy,41,1,52,2016-06-10 03:56:41,0,3,10,6
56.39,36.0,44248.52,214.33,Visionary client-driven installation,390,1,80,2016-04-12 04:22:42,0,4,12,4
78.96,33.0,33951.63,188.56,Diverse modular interface,279,1,200,2016-02-09 05:28:18,0,5,9,2
55.6,36.0,32549.95,115.26,Self-enabling optimal initiative,519,1,18,2016-01-03 16:01:40,1,16,3,1
55.6,28.0,19991.72,236.87,Multi-channeled attitude-oriented toolset,516,0,1,2016-02-10 13:46:35,0,13,10,2
80.3,49.0,39031.89,195.69,Streamlined homogeneous analyzer,336,1,9,2016-04-04 20:01:12,1,20,4,4
42.04,37.0,23936.86,217.37,Devolved human-resource circuit,167,0,61,2016-01-08 22:47:10,0,22,8,1
64.1,26.0,74903.41,149.79,User-friendly well-modulated leverage,75,1,21,2016-07-09 11:18:02,0,11,9,7
81.75,33.0,60953.93,162.03,Up-sized bi-directional infrastructure,64,0,133,2016-03-02 04:02:45,0,4,2,3
55.92,34.0,59785.94,160.03,Cloned explicit middleware,284,0,24,2016-04-27 04:28:17,1,4,27,4
80.3,52.0,62939.5,214.23,Multi-lateral multi-state encryption,268,0,197,2016-05-15 01:03:06,1,1,15,5
60.7,52.0,33951.63,124.54,Self-enabling local strategy,322,0,17,2016-04-04 08:19:54,1,8,4,4
56.39,40.0,63394.41,139.02,Digitized content-based circuit,475,0,59,2016-01-17 18:45:55,0,18,17,1
39.3,29.0,53431.35,158.56,Team-oriented bi-directional secured line,141,0,191,2016-04-22 22:01:21,1,22,22,4
86.06,32.0,55424.24,178.92,Business-focused transitional solution,234,1,99,2016-03-31 20:55:22,0,20,31,3
44.15,23.0,63965.16,217.37,Cross-group non-volatile secured line,400,1,9,2016-07-21 10:01:50,0,10,21,7
79.54,25.0,50506.44,241.03,Reduced global support,445,0,118,2016-06-29 13:35:05,1,13,29,6
83.66,25.0,25686.34,141.89,Digitized contextually-based product,290,1,21,2016-05-24 09:50:41,0,9,24,5
43.49,27.0,74903.41,151.94,Virtual impactful algorithm,167,1,119,2016-03-23 21:06:51,0,21,23,3
55.6,24.0,52252.91,178.92,Business-focused transitional solution,234,1,2,2016-03-18 13:22:35,0,13,18,3
55.6,39.0,65953.76,209.91,Phased content-based middleware,65,0,104,2016-01-10 20:18:21,0,20,10,1
66.08,29.0,69646.35,112.72,Balanced executive definition,63,0,27,2016-06-12 21:21:53,0,21,12,6
81.75,19.0,33951.63,231.95,Proactive actuating Graphical User Interface,421,1,9,2016-04-04 08:19:54,1,8,4,4
86.06,32.0,53188.69,178.92,Business-focused transitional solution,192,1,161,2016-01-23 18:59:21,1,18,23,1
80.51,38.0,71455.62,122.04,Synergized clear-thinking protocol,436,0,98,2016-07-19 12:05:58,1,12,19,7
46.61,29.0,69718.19,194.62,Horizontal client-server database,168,0,154,2016-01-11 02:07:14,1,2,11,1
72.53,51.0,74535.94,188.56,Managed well-modulated collaboration,281,0,183,2016-01-31 05:12:44,1,5,31,1
70.09,50.0,43974.49,123.13,Centralized tertiary pricing structure,321,0,14,2016-03-04 14:33:38,1,14,4,3
36.08,45.0,67575.12,174.88,Assimilated multi-state paradigm,112,0,178,2016-03-05 12:03:41,1,12,5,3
60.23,43.0,27241.11,198.45,Optimized upward-trending productivity,508,1,187,2016-04-03 21:13:46,1,21,3,4
42.04,37.0,67132.46,181.02,Function-based stable alliance,429,0,41,2016-03-15 17:33:15,0,17,15,3
56.39,46.0,66815.54,191.82,Proactive actuating Graphical User Interface,421,1,9,2016-01-12 10:07:29,0,10,12,1
55.6,24.0,52252.91,182.2,Devolved human-resource circuit,477,0,2,2016-07-03 09:22:30,0,9,3,7
89.05,26.0,50628.31,163.48,Fully-configurable neutral open system,355,1,187,2016-04-03 21:13:46,1,21,3,4
78.79,35.0,51119.93,109.07,Total cohesive moratorium,117,1,84,2016-06-25 18:17:53,1,18,25,6
82.79,35.0,54429.17,226.54,Quality-focused hybrid frame,338,1,141,2016-03-18 13:22:35,0,13,18,3
64.75,36.0,70592.81,140.46,Digitized contextually-based product,181,0,149,2016-04-04 22:00:15,0,22,4,4
57.86,43.0,57868.44,122.31,Reverse-engineered maximized focus group,359,0,49,2016-02-20 20:47:05,1,20,20,2
82.07,22.0,63363.04,136.21,Function-based context-sensitive secured line,481,0,10,2016-07-03 04:11:40,0,4,3,7
56.39,54.0,54952.42,110.66,Front-line bandwidth-monitored capacity,55,1,100,2016-03-09 14:57:11,0,14,9,3
50.87,34.0,20592.99,234.75,Function-based incremental standardization,193,0,188,2016-02-27 08:52:50,0,8,27,2
79.54,41.0,57846.68,158.8,Synergistic reciprocal attitude,500,1,80,2016-04-27 04:28:17,1,4,27,4
55.6,35.0,42993.48,221.18,Total cohesive moratorium,65,1,125,2016-03-18 13:22:35,1,13,18,3
79.54,45.0,31092.93,138.71,Enhanced homogeneous moderator,515,1,139,2016-03-18 13:00:12,1,13,18,3
56.39,29.0,69646.35,200.71,Digitized content-based circuit,64,0,27,2016-06-12 21:21:53,0,21,12,6
84.29,28.0,55121.65,204.79,Realigned intangible benchmark,382,0,3,2016-05-06 21:07:31,0,21,6,5
63.36,26.0,56694.12,131.68,Business-focused responsive website,204,0,10,2016-05-15 13:18:34,0,13,15,5
40.47,27.0,66815.54,120.75,Quality-focused zero tolerance matrices,366,0,171,2016-07-03 04:11:40,0,4,3,7
59.51,54.0,38609.2,182.2,Virtual scalable secured line,507,0,93,2016-03-31 20:55:22,1,20,31,3
51.24,36.0,76003.47,140.46,Versatile transitional monitoring,316,0,104,2016-03-12 07:18:36,1,7,12,3
44.78,38.0,47510.42,170.13,Profit-focused dedicated utilization,436,0,98,2016-01-15 19:40:47,1,19,15,1
83.16,45.0,69428.73,174.88,Secured 24hour policy,515,0,178,2016-02-11 04:37:34,1,4,11,2
42.04,19.0,39031.89,195.69,Managed client-server access,418,1,0,2016-03-02 04:57:51,1,4,2,3
51.87,49.0,47708.42,165.65,Up-sized bi-directional infrastructure,281,1,50,2016-03-11 00:05:48,0,0,11,3
56.39,46.0,40468.53,193.29,Automated multi-state toolset,63,0,17,2016-04-06 14:16:52,0,14,6,4
80.3,28.0,71222.4,217.37,Organized global flexibility,332,0,62,2016-02-29 23:56:06,0,23,29,2
59.51,40.0,40468.53,167.22,Vision-oriented attitude-oriented Internet solution,512,0,75,2016-02-03 19:12:51,1,19,3,2
84.59,28.0,55121.65,217.37,Synchronized leadingedge help-desk,107,0,62,2016-05-06 21:07:31,0,21,6,5
59.22,40.0,42838.29,195.69,Integrated client-server definition,221,1,119,2016-01-08 09:32:26,1,9,8,1
76.2,33.0,56782.18,204.27,Reverse-engineered maximized focus group,485,1,0,2016-07-14 22:43:29,1,22,14,7
72.97,25.0,50671.6,109.29,Focused 24hour implementation,258,1,64,2016-03-18 13:00:12,0,13,18,3
82.07,38.0,50723.67,231.37,Synergized clear-thinking protocol,207,0,98,2016-04-06 11:24:21,1,11,6,4
74.54,38.0,50723.67,154.75,Automated client-driven orchestration,77,0,98,2016-04-06 11:24:21,1,11,6,4
59.05,48.0,52736.33,212.38,Function-based context-sensitive secured line,27,1,136,2016-07-17 01:13:56,1,1,17,7
84.76,36.0,76003.47,140.46,Total 5thgeneration standardization,93,0,75,2016-02-17 20:22:49,1,20,17,2
51.87,40.0,59457.52,132.63,Networked foreground definition,338,1,204,2016-01-26 02:47:17,0,2,26,1
89.05,41.0,57846.68,158.42,Front-line multi-state hub,248,1,187,2016-05-31 23:42:26,1,23,31,5
72.8,33.0,19345.36,230.95,Stand-alone well-modulated product,190,0,84,2016-06-10 11:31:33,0,11,10,6
88.12,45.0,74903.41,174.88,De-engineered actuating hierarchy,515,0,178,2016-03-05 12:03:41,1,12,5,3
40.47,35.0,25603.93,236.87,Optional multi-state hardware,516,0,141,2016-07-18 01:36:37,0,1,18,7
59.22,19.0,45632.51,128.16,Devolved human-resource circuit,174,0,27,2016-05-26 06:03:57,0,6,26,5
79.54,44.0,33553.9,140.95,Customizable systematic service-desk,248,1,187,2016-03-14 14:13:05,0,14,14,3
56.16,40.0,37345.34,140.15,Upgradable optimizing toolset,337,1,53,2016-07-21 10:54:35,1,10,21,7
85.62,29.0,69646.35,200.71,Front-line bandwidth-monitored capacity,161,0,27,2016-06-19 22:08:15,0,22,19,6
55.6,35.0,42993.48,161.16,Progressive 24hour forecast,497,0,1,2016-05-29 18:12:00,1,18,29,5
74.63,27.0,36884.23,132.55,Ergonomic 24/7 solution,161,0,171,2016-07-03 04:11:40,0,4,3,7
81.58,41.0,50506.44,140.15,User-centric intermediate knowledge user,48,0,49,2016-07-08 17:14:01,1,17,8,7
55.6,54.0,53188.69,200.23,Virtual scalable secured line,487,1,168,2016-01-03 16:01:40,1,16,3,1
82.07,22.0,14775.5,121.07,Customizable modular Internet solution,292,0,10,2016-01-29 07:14:04,0,7,29,1
49.21,27.0,66815.54,190.17,Polarized analyzing concept,465,0,197,2016-05-21 01:36:16,1,1,21,5
82.07,48.0,65956.71,123.13,Integrated coherent pricing structure,27,0,23,2016-07-17 01:13:56,1,1,17,7
80.47,38.0,57868.44,206.98,Customizable homogeneous contingency,436,1,203,2016-05-19 14:30:17,1,14,19,5
85.84,44.0,61428.18,140.95,Optional multi-state hardware,248,1,97,2016-03-14 14:13:05,0,14,14,3
46.61,26.0,56694.12,180.47,Multi-channeled non-volatile website,473,0,14,2016-04-29 18:53:43,1,18,29,4
69.42,34.0,40183.75,168.34,Cloned explicit middleware,411,1,126,2016-03-11 00:05:48,0,0,11,3
56.16,29.0,53431.35,196.61,Multi-lateral multi-state encryption,285,0,191,2016-01-03 05:34:33,1,5,3,1
79.97,35.0,25603.93,236.87,Face-to-face even-keeled website,316,0,92,2016-06-11 09:37:52,1,9,11,6
69.88,23.0,56457.01,211.38,Managed client-server access,308,1,110,2016-04-04 20:01:12,0,20,4,4
70.29,31.0,61840.26,240.64,Managed zero tolerance concept,460,1,166,2016-05-10 07:22:37,0,7,10,5
81.58,25.0,50671.6,241.03,Integrated interactive support,197,1,81,2016-03-11 06:49:10,0,6,11,3
66.79,40.0,62669.59,111.94,Visionary asymmetric encryption,176,1,92,2016-01-01 15:14:24,1,15,1,1
40.47,35.0,48918.55,236.87,De-engineered attitude-oriented projection,516,0,149,2016-04-13 13:04:47,0,13,13,4
35.49,35.0,54875.95,161.16,Operative full-range forecast,505,1,53,2016-04-05 08:18:45,1,8,5,4
75.84,44.0,50723.67,187.76,Future-proofed fresh-thinking conglomeration,139,0,82,2016-04-15 10:16:49,0,10,15,4
82.07,22.0,67058.72,121.07,Customizable modular Internet solution,152,0,111,2016-02-19 20:49:27,0,20,19,2
49.21,53.0,57877.15,172.83,Total 5thgeneration standardization,184,1,20,2016-02-17 13:16:33,1,13,17,2
47.74,33.0,58966.22,146.44,Customizable tangible hierarchy,279,1,200,2016-03-24 06:36:52,0,6,24,3
71.33,32.0,55424.24,178.92,Business-focused transitional solution,234,1,99,2016-03-31 20:55:22,0,20,31,3
84.76,40.0,40468.53,151.54,Total 5thgeneration standardization,209,0,2,2016-07-21 10:54:35,1,10,21,7
61.22,25.0,50506.44,132.08,Digitized contextually-based product,197,1,81,2016-04-07 15:18:10,0,15,7,4
82.07,55.0,57868.44,187.76,Function-based context-sensitive secured line,69,0,25,2016-01-05 16:26:44,1,16,5,1
80.03,42.0,57868.44,243.61,Innovative interactive portal,207,0,39,2016-04-06 11:24:21,1,11,6,4
37.0,30.0,57877.15,244.91,Upgradable optimizing toolset,284,1,74,2016-03-18 13:00:12,0,13,18,3
71.84,24.0,64698.58,182.2,Up-sized bifurcated capability,494,0,2,2016-05-09 10:21:48,1,10,9,5
73.72,32.0,55424.24,172.83,Focused upward-trending core,234,0,42,2016-04-28 22:54:37,0,22,28,4
56.39,54.0,60938.73,218.61,Automated stable help-desk,30,1,119,2016-06-12 21:21:53,1,21,12,6
70.03,26.0,53336.76,235.29,Extended systemic policy,432,1,148,2016-01-08 19:38:45,0,19,8,1
55.6,32.0,55424.24,178.92,Business-focused transitional solution,234,1,66,2016-03-31 20:55:22,0,20,31,3
84.45,49.0,56729.78,195.69,Advanced 24/7 productivity,464,1,9,2016-03-22 06:41:38,1,6,22,3
79.52,44.0,52563.22,176.98,Profit-focused secondary portal,132,0,197,2016-05-12 21:32:06,0,21,12,5
74.07,39.0,65953.76,212.87,Optional full-range projection,91,1,199,2016-04-07 15:18:10,0,15,7,4
89.34,32.0,55424.24,172.83,Focused upward-trending core,234,1,99,2016-04-28 22:54:37,0,22,28,4
56.39,46.0,58966.22,191.82,Automated multi-state toolset,381,0,117,2016-06-17 20:18:27,0,20,17,6
48.03,51.0,74535.94,130.41,Streamlined next generation implementation,348,1,80,2016-06-10 03:56:41,1,3,10,6
56.39,46.0,33951.63,218.61,Proactive actuating Graphical User Interface,381,1,9,2016-01-12 10:07:29,1,10,12,1
76.02,28.0,39799.73,217.37,Sharable reciprocal project,149,0,62,2016-02-26 01:18:44,0,1,26,2
39.3,29.0,53431.35,158.56,Multi-lateral multi-state encryption,494,0,162,2016-04-22 22:01:21,1,22,22,4
80.3,52.0,64021.55,229.12,Versatile scalable encryption,165,1,176,2016-01-12 10:07:29,1,10,12,1
80.3,52.0,33951.63,226.49,Self-enabling local strategy,407,0,31,2016-02-25 16:33:24,1,16,25,2
43.59,40.0,73882.91,191.82,Extended systemic policy,20,1,187,2016-06-20 08:22:09,0,8,20,6
80.47,48.0,62784.85,212.38,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
62.26,29.0,53431.35,217.1,Managed client-server access,233,1,103,2016-07-08 03:47:41,0,3,8,7
51.87,35.0,66187.58,153.76,De-engineered fault-tolerant database,512,0,31,2016-04-23 14:34:38,1,14,23,4
66.08,33.0,60953.93,196.77,Synchronized multi-tasking ability,407,0,84,2016-02-25 16:33:24,0,16,25,2
80.3,28.0,71222.4,217.37,Inverse local hub,149,0,44,2016-01-15 22:49:45,0,22,15,1
81.75,52.0,19345.36,186.37,Stand-alone encompassing throughput,86,0,17,2016-07-19 08:32:10,1,8,19,7
80.47,45.0,74903.41,137.24,Enhanced homogeneous moderator,298,1,21,2016-03-05 12:03:41,1,12,5,3
83.71,26.0,59457.52,131.68,Business-focused responsive website,406,1,21,2016-06-10 03:56:41,0,3,10,6
66.12,28.0,53058.91,217.37,Inverse local hub,379,0,41,2016-02-29 23:56:06,0,23,29,2
41.16,32.0,69481.85,172.83,Synergistic value-added extranet,218,1,161,2016-07-13 11:41:29,1,11,13,7
41.73,42.0,43241.19,199.43,Virtual 5thgeneration neural-net,136,1,44,2016-04-06 11:24:21,1,11,6,4
69.62,34.0,59785.94,160.03,Cloned explicit middleware,284,0,24,2016-04-27 04:28:17,1,4,27,4
47.74,33.0,20856.54,163.48,Focused coherent success,508,1,206,2016-01-01 15:14:24,1,15,1,1
56.39,29.0,69646.35,191.82,Programmable uniform website,64,0,22,2016-01-11 02:07:14,1,2,11,1
59.59,23.0,25739.09,158.35,Phased clear-thinking encoding,136,0,35,2016-05-19 14:30:17,1,14,19,5
66.49,34.0,34191.23,160.03,Cloned explicit middleware,182,1,126,2016-03-11 00:05:48,0,0,11,3
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-02-05 16:50:58,1,16,5,2
61.22,31.0,61840.26,207.17,De-engineered tertiary secured line,460,1,162,2016-01-16 17:56:05,0,17,16,1
59.51,40.0,33293.78,118.16,Cross-group regional website,137,0,68,2016-04-22 00:28:18,1,0,22,4
62.42,29.0,73910.9,136.18,Programmable uniform website,336,1,9,2016-02-14 10:06:49,1,10,14,2
43.84,20.0,56605.12,182.2,Customizable methodical Graphical User Interface,390,0,80,2016-07-06 05:34:52,0,5,6,7
82.07,48.0,65956.71,157.04,Progressive non-volatile neural-net,27,0,23,2016-04-08 14:35:44,1,14,8,4
75.03,44.0,56637.59,172.81,Phased clear-thinking encoding,136,0,35,2016-01-14 14:00:09,1,14,14,1
75.42,53.0,57877.15,182.2,Public-key bi-directional Graphical User Interface,184,0,73,2016-06-18 16:32:58,1,16,18,6
35.61,30.0,57877.15,195.89,Realigned content-based leverage,284,1,20,2016-05-08 10:25:08,0,10,8,5
